STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sizeclas,Size classes in number of employees,indic_sbs,Economic indicator for structural business statistics,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,PL,Poland,2022,,12178,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,PT,Portugal,2021,,2860,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,PT,Portugal,2022,,2850,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,RO,Romania,2021,,3797,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,RO,Romania,2022,,3725,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,RS,Serbia,2021,,2364,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,RS,Serbia,2022,,2213,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SE,Sweden,2021,,3193,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SE,Sweden,2022,,2403,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SI,Slovenia,2021,,1284,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SI,Slovenia,2022,,1285,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SK,Slovakia,2021,,2085,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,SK,Slovakia,2022,,2121,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,TR,Türkiye,2021,,16878,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C17_C18,Manufacture of paper and paper products; printing and reproduction of recorded media,TR,Türkiye,2022,,17578,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",AT,Austria,2021,,4222,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",AT,Austria,2022,,4305,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",BE,Belgium,2021,,8449,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",BE,Belgium,2022,,8997,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",BG,Bulgaria,2021,,3482,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",BG,Bulgaria,2022,,3471,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",CY,Cyprus,2021,,1182,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",CY,Cyprus,2022,,1179,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",CZ,Czechia,2021,,51139,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",CZ,Czechia,2022,,52875,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",DE,Germany,2021,,44728,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",DE,Germany,2022,,44183,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",DK,Denmark,2021,,2984,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",DK,Denmark,2022,,3015,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",EE,Estonia,2021,,1682,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",EE,Estonia,2022,,1758,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",EL,Greece,2021,,8167,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",EL,Greece,2022,,8253,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",ES,Spain,2021,,33641,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",ES,Spain,2022,,33137,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2015,,5596,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2016,,5530,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2017,,5534,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2018,,5516,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2019,,5559,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2020,,5530,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2021,,5523,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FI,Finland,2022,,5452,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FR,France,2021,,20658,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",FR,France,2022,,21170,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",HR,Croatia,2021,,3941,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",HR,Croatia,2022,,4140,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",HU,Hungary,2021,,10672,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",HU,Hungary,2022,,10882,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IE,Ireland,2021,,3669,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IE,Ireland,2022,,3885,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2015,,399,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2016,,417,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2017,,423,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2018,,409,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2019,,403,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2020,,394,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2021,,392,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IS,Iceland,2022,,387,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IT,Italy,2021,,72002,,b,break in time series,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",IT,Italy,2022,,72144,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LT,Lithuania,2021,,2384,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LT,Lithuania,2022,,2563,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LU,Luxembourg,2021,,219,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LU,Luxembourg,2022,,220,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LV,Latvia,2021,,1166,,,,,
dataflow,ESTAT:BD_SIZE(1.0),Business demography by size class and NACE Rev. 2 activity,A,Annual,TOTAL,Total,TOTAL,Total,ENT_NR,Enterprises - number,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",LV,Latvia,2022,,1127,,,,,
